geometry,code,obec,počet obyv.
"{""type"":""Polygon"",""coordinates"":[[[16.074139,50.061151],[16.040839,50.064663],[16.03617,50.073886],[16.048161,50.08872],[16.065532,50.085935],[16.072937,50.088962],[16.078609,50.085503],[16.072776,50.079135],[16.074139,50.061151]]]}",575941,Veliny,484
"{""type"":""Polygon"",""coordinates"":[[[14.830048,49.683581],[14.846217,49.681668],[14.851283,49.676553],[14.835907,49.666301],[14.840797,49.661441],[14.84102,49.654277],[14.830975,49.653165],[14.815085,49.651266],[14.796192,49.656836],[14.796786,49.662849],[14.785752,49.674987],[14.791047,49.68404],[14.802515,49.684378],[14.812507,49.690871],[14.816808,49.683687],[14.830048,49.683581]]]}",530867,Veliš (BN),334
"{""type"":""Polygon"",""coordinates"":[[[15.310575,50.389644],[15.311672,50.396213],[15.301593,50.398413],[15.296838,50.402103],[15.30877,50.414148],[15.317989,50.414595],[15.335214,50.40526],[15.338867,50.389415],[15.310575,50.389644]]]}",573728,Veliš (JC),201
"{""type"":""MultiPolygon"",""coordinates"":[[[[16.289659,49.320629],[16.294067,49.312338],[16.284964,49.302641],[16.280798,49.30268],[16.272996,49.316035],[16.279596,49.321062],[16.289659,49.320629]]],[[[16.157154,49.305292],[16.162225,49.302485],[16.18276,49.30857],[16.187134,49.305035],[16.187317,49.301725],[16.178494,49.297538],[16.1813,49.289341],[16.176415,49.284204],[16.183259,49.279499],[16.192178,49.283066],[16.206302,49.282782],[16.210386,49.292399],[16.203099,49.294969],[16.212613,49.303548],[16.212571,49.303878],[16.230506,49.315912],[16.261044,49.292831],[16.255332,49.28319],[16.258305,49.27447],[16.278099,49.270268],[16.288144,49.263704],[16.288119,49.256774],[16.268655,49.252614],[16.255069,49.254092],[16.251145,49.251118],[16.216176,49.253524],[16.208066,49.243691],[16.206833,49.242451],[16.199819,49.245514],[16.188738,49.252707],[16.186984,49.258242],[16.192799,49.265798],[16.182436,49.26393],[16.175535,49.269921],[16.182209,49.275171],[16.156256,49.274631],[16.148687,49.284362],[16.148443,49.278381],[16.13211,49.282512],[16.130194,49.287778],[16.113054,49.288914],[16.121829,49.292055],[16.127372,49.307057],[16.14296,49.2999],[16.157154,49.305292]]]]}",596973,Velká Bíteš,5 243
"{""type"":""Polygon"",""coordinates"":[[[13.786155,50.041132],[13.787842,50.043505],[13.80162,50.049876],[13.817794,50.054239],[13.842581,50.057185],[13.839775,50.052578],[13.850917,50.051627],[13.849949,50.045098],[13.860814,50.048052],[13.867156,50.043065],[13.86546,50.030759],[13.85691,50.01901],[13.835868,50.021937],[13.832847,50.033982],[13.816494,50.037201],[13.804058,50.03004],[13.796557,50.030173],[13.798525,50.037601],[13.786155,50.041132]]]}",542563,Velká Buková,283
"{""type"":""Polygon"",""coordinates"":[[[14.389446,50.722921],[14.350305,50.726983],[14.348011,50.731651],[14.360828,50.746138],[14.372413,50.760144],[14.379476,50.762162],[14.384396,50.759938],[14.404387,50.750683],[14.41848,50.748444],[14.41693,50.741439],[14.431272,50.736452],[14.417815,50.731778],[14.414674,50.740017],[14.404212,50.726484],[14.389446,50.722921]]]}",562891,Velká Bukovina,509
"{""type"":""Polygon"",""coordinates"":[[[17.336702,49.597452],[17.34879,49.595961],[17.360328,49.602802],[17.368205,49.601335],[17.383781,49.606085],[17.38876,49.607254],[17.375958,49.600994],[17.38332,49.594461],[17.384288,49.588251],[17.362162,49.586622],[17.371484,49.576738],[17.363707,49.571667],[17.348624,49.567804],[17.340099,49.578063],[17.333114,49.578307],[17.327701,49.588529],[17.336702,49.597452]]]}",505609,Velká Bystřice,3 493
"{""type"":""Polygon"",""coordinates"":[[[14.056869,50.11111],[14.062967,50.119339],[14.058565,50.126366],[14.057689,50.130686],[14.091395,50.12649],[14.105467,50.120984],[14.100375,50.108517],[14.094173,50.105676],[14.069335,50.099943],[14.054476,50.10385],[14.056869,50.11111]]]}",533025,Velká Dobrá,1 794
"{""type"":""Polygon"",""coordinates"":[[[12.660634,49.974515],[12.675179,49.968974],[12.686736,49.952709],[12.666413,49.958216],[12.666662,49.952809],[12.655877,49.951162],[12.657351,49.946236],[12.643907,49.943975],[12.650346,49.957283],[12.649983,49.964292],[12.660653,49.967565],[12.660634,49.974515]]]}",539279,Velká Hleďsebe,2 350
"{""type"":""Polygon"",""coordinates"":[[[13.529697,50.050933],[13.535166,50.055964],[13.525307,50.072357],[13.536568,50.074998],[13.547876,50.076931],[13.543964,50.081768],[13.558956,50.082543],[13.56229,50.075797],[13.572012,50.076715],[13.575578,50.074254],[13.558593,50.069906],[13.568247,50.066778],[13.572571,50.051905],[13.565231,50.049187],[13.552183,50.05553],[13.538533,50.049809],[13.529697,50.050933]]]}",529699,Velká Chmelištná,63
"{""type"":""Polygon"",""coordinates"":[[[15.057995,49.502125],[15.050546,49.48912],[15.043006,49.488764],[15.028567,49.495428],[15.024297,49.502146],[15.015439,49.499729],[15.023989,49.52382],[15.042295,49.530125],[15.043187,49.523381],[15.052511,49.504642],[15.057995,49.502125]]]}",549011,Velká Chyška,281
"{""type"":""Polygon"",""coordinates"":[[[16.013091,50.369779],[16.035009,50.379283],[16.046082,50.376041],[16.051138,50.381804],[16.084971,50.373789],[16.06119,50.363856],[16.043745,50.350372],[16.046808,50.338973],[16.033346,50.338561],[16.012546,50.342715],[16.007182,50.350279],[15.993267,50.352148],[16.003377,50.354842],[16.003473,50.36658],[16.013091,50.369779]]]}",574562,Velká Jesenice,735
"{""type"":""Polygon"",""coordinates"":[[[17.182011,50.354707],[17.192742,50.348585],[17.171759,50.343714],[17.162462,50.329144],[17.152399,50.325349],[17.1443,50.325173],[17.147278,50.337404],[17.137311,50.350625],[17.103508,50.371032],[17.11402,50.376323],[17.143647,50.380416],[17.157305,50.380081],[17.162606,50.383669],[17.179559,50.386169],[17.184123,50.389966],[17.196879,50.387849],[17.189193,50.376272],[17.18334,50.375614],[17.174983,50.364809],[17.170146,50.364229],[17.182011,50.354707]]]}",553468,Velká Kraš,721
"{""type"":""Polygon"",""coordinates"":[[[14.320718,49.797936],[14.311951,49.803984],[14.295098,49.820897],[14.294779,49.828037],[14.313222,49.827],[14.32719,49.819448],[14.333524,49.81957],[14.323515,49.809519],[14.326417,49.798906],[14.320718,49.797936]]]}",513539,Velká Lečice,179
"{""type"":""Polygon"",""coordinates"":[[[18.067012,49.432545],[18.070331,49.425296],[18.071152,49.419712],[18.057787,49.416777],[18.047552,49.424127],[18.035655,49.421122],[18.026307,49.422816],[18.022349,49.429237],[18.011206,49.423846],[18.000719,49.423802],[18.007777,49.431227],[18.008867,49.440683],[18.019481,49.449006],[18.02511,49.443993],[18.036945,49.44645],[18.047924,49.441166],[18.062375,49.439429],[18.049834,49.432741],[18.067012,49.432545]]]}",545147,Velká Lhota,493
"{""type"":""Polygon"",""coordinates"":[[[15.793104,49.585708],[15.812596,49.585949],[15.824521,49.596993],[15.832784,49.594702],[15.84836,49.596252],[15.861893,49.58886],[15.861577,49.575947],[15.86635,49.573987],[15.848858,49.562596],[15.855565,49.560681],[15.832397,49.553798],[15.826947,49.566243],[15.813716,49.573877],[15.802063,49.568021],[15.794064,49.569574],[15.793104,49.585708]]]}",596981,Velká Losenice,1 228
"{""type"":""Polygon"",""coordinates"":[[[17.566956,48.873638],[17.564585,48.873562],[17.538549,48.873666],[17.528533,48.870543],[17.532478,48.866406],[17.522489,48.858966],[17.505332,48.858348],[17.497163,48.876505],[17.494056,48.881838],[17.490126,48.892487],[17.495186,48.904602],[17.511556,48.92416],[17.539491,48.922584],[17.548087,48.916272],[17.542895,48.911419],[17.548411,48.900229],[17.559089,48.892662],[17.55876,48.882697],[17.567358,48.886107],[17.566956,48.873638]]]}",586714,Velká nad Veličkou,2 892
"{""type"":""Polygon"",""coordinates"":[[[18.116025,49.850706],[18.084567,49.854274],[18.065187,49.866025],[18.084614,49.874438],[18.086883,49.882759],[18.08323,49.89119],[18.104992,49.88237],[18.118438,49.882416],[18.131664,49.873839],[18.131483,49.863578],[18.119476,49.860797],[18.116025,49.850706]]]}",510882,Velká Polom,2 071
"{""type"":""Polygon"",""coordinates"":[[[16.305305,50.043914],[16.314605,50.044452],[16.332728,50.040352],[16.343311,50.035074],[16.352395,50.020779],[16.346952,50.018998],[16.321474,50.021517],[16.304017,50.030875],[16.308646,50.036794],[16.305305,50.043914]]]}",581101,Velká Skrovnice,298
"{""type"":""Polygon"",""coordinates"":[[[17.332735,49.924492],[17.34636,49.937327],[17.342419,49.943569],[17.35728,49.951644],[17.368574,49.947111],[17.388669,49.944277],[17.385246,49.937429],[17.377227,49.932507],[17.373798,49.924388],[17.361796,49.917608],[17.355385,49.918586],[17.345277,49.912595],[17.332735,49.924492]]]}",551694,Velká Štáhle,341
"{""type"":""Polygon"",""coordinates"":[[[13.992893,49.345371],[13.981013,49.344428],[13.973772,49.334198],[13.950969,49.332136],[13.944755,49.346834],[13.952265,49.346576],[13.957019,49.358474],[13.976961,49.358522],[13.978842,49.364818],[13.995006,49.357974],[13.992893,49.345371]]]}",536741,Velká Turná,168
"{""type"":""Polygon"",""coordinates"":[[[18.048288,49.760589],[18.07019,49.752492],[18.072384,49.745968],[18.089947,49.743369],[18.087437,49.738906],[18.062101,49.726477],[18.049508,49.730223],[18.026374,49.731863],[18.023828,49.746431],[18.02864,49.764588],[18.037288,49.774888],[18.048288,49.760589]]]}",568422,Velké Albrechtice,1 153
"{""type"":""Polygon"",""coordinates"":[[[16.844034,48.854255],[16.848746,48.854906],[16.860481,48.869599],[16.876645,48.880801],[16.885254,48.885346],[16.906548,48.872766],[16.944356,48.855059],[16.935495,48.838233],[16.930336,48.842134],[16.916511,48.837675],[16.905374,48.82721],[16.901603,48.829514],[16.900948,48.82993],[16.876912,48.839426],[16.874056,48.836746],[16.857693,48.842706],[16.844034,48.854255]]]}",584983,Velké Bílovice,3 889
"{""type"":""Polygon"",""coordinates"":[[[14.125142,50.652894],[14.124025,50.666915],[14.1169,50.663754],[14.111906,50.668657],[14.119381,50.675438],[14.131296,50.67513],[14.137555,50.669582],[14.159631,50.667953],[14.181324,50.657252],[14.17388,50.65319],[14.167177,50.656709],[14.157401,50.654038],[14.147983,50.644889],[14.129331,50.648212],[14.125142,50.652894]]]}",568350,Velké Březno,2 300
"{""type"":""Polygon"",""coordinates"":[[[15.347823,50.732322],[15.350091,50.732204],[15.33179,50.715485],[15.316653,50.711808],[15.314994,50.708344],[15.299109,50.713269],[15.295412,50.708876],[15.280813,50.708002],[15.270822,50.713711],[15.254415,50.709543],[15.252342,50.712672],[15.28054,50.721012],[15.305921,50.730427],[15.3157,50.732468],[15.316631,50.726692],[15.33017,50.727358],[15.347823,50.732322]]]}",563838,Velké Hamry,2 682
"{""type"":""Polygon"",""coordinates"":[[[17.768327,49.967933],[17.760565,49.954907],[17.768919,49.947592],[17.761215,49.936828],[17.756594,49.937478],[17.71669,49.936825],[17.710158,49.940103],[17.718162,49.951481],[17.708636,49.946257],[17.700416,49.955986],[17.683699,49.956376],[17.667066,49.962469],[17.672298,49.966873],[17.663839,49.969751],[17.664436,49.97955],[17.680717,49.988496],[17.680986,49.999523],[17.699426,49.999788],[17.726809,50.000246],[17.736463,49.996035],[17.738781,50.00295],[17.756808,50.007972],[17.758426,50.004206],[17.753259,50.00243],[17.761862,49.988765],[17.752198,49.988922],[17.750843,49.982009],[17.768327,49.967933]]]}",510891,Velké Heraltice,1 622
"{""type"":""Polygon"",""coordinates"":[[[16.890532,49.061639],[16.899579,49.061945],[16.897733,49.057001],[16.904501,49.043219],[16.89584,49.044777],[16.894846,49.035824],[16.884918,49.028865],[16.88143,49.021041],[16.872924,49.01959],[16.861676,49.024137],[16.859469,49.03684],[16.841752,49.041795],[16.855391,49.051294],[16.874162,49.05073],[16.882676,49.059673],[16.890532,49.061639]]]}",584991,Velké Hostěrádky,505
"{""type"":""Polygon"",""coordinates"":[[[17.956434,49.968636],[17.962406,49.965035],[17.958067,49.957273],[17.977262,49.955228],[17.980261,49.951265],[17.995771,49.942474],[17.993337,49.922732],[17.989377,49.918756],[17.975469,49.923575],[17.961897,49.919543],[17.954958,49.924133],[17.957607,49.94804],[17.954422,49.956292],[17.956434,49.968636]]]}",510939,Velké Hoštice,1 843
"{""type"":""Polygon"",""coordinates"":[[[13.652784,49.297422],[13.668888,49.303046],[13.678976,49.316524],[13.688887,49.322637],[13.702686,49.318033],[13.682066,49.295212],[13.676925,49.293279],[13.649831,49.294269],[13.652784,49.297422]]]}",557374,Velké Hydčice,259
"{""type"":""Polygon"",""coordinates"":[[[14.025588,50.711705],[14.018757,50.720127],[14.011016,50.721884],[14.016056,50.727413],[14.009041,50.729967],[14.022307,50.744027],[14.054077,50.748114],[14.065858,50.741109],[14.073825,50.732277],[14.086721,50.731067],[14.082551,50.714878],[14.067415,50.718326],[14.063661,50.709971],[14.068985,50.705617],[14.047119,50.702358],[14.041305,50.710471],[14.029577,50.717249],[14.025588,50.711705]]]}",555223,Velké Chvojno,883
"{""type"":""Polygon"",""coordinates"":[[[16.198213,49.594117],[16.211115,49.602498],[16.220075,49.602113],[16.217097,49.596746],[16.233372,49.578867],[16.207894,49.579165],[16.198213,49.594117]]]}",596990,Velké Janovice,127
"{""type"":""Polygon"",""coordinates"":[[[18.248215,49.392335],[18.263332,49.391423],[18.273256,49.405034],[18.295196,49.398229],[18.322008,49.397569],[18.349291,49.401108],[18.366751,49.405184],[18.375018,49.405283],[18.403675,49.396674],[18.408929,49.389879],[18.410644,49.376463],[18.415311,49.366993],[18.39819,49.35678],[18.404266,49.350213],[18.388042,49.343177],[18.378928,49.33053],[18.365682,49.3244],[18.329583,49.318808],[18.313929,49.327631],[18.296799,49.32692],[18.283793,49.33627],[18.281009,49.34481],[18.269782,49.354301],[18.262607,49.36772],[18.261177,49.38001],[18.248215,49.392335]]]}",545163,Velké Karlovice,2 370
"{""type"":""Polygon"",""coordinates"":[[[17.231794,50.311798],[17.228941,50.32009],[17.234028,50.332068],[17.232342,50.341762],[17.247406,50.332083],[17.263751,50.32823],[17.274097,50.321836],[17.289843,50.317541],[17.287838,50.303265],[17.280401,50.300367],[17.262875,50.309579],[17.252183,50.308409],[17.231794,50.311798]]]}",569453,Velké Kunětice,545
"{""type"":""Polygon"",""coordinates"":[[[17.109124,50.050334],[17.102715,50.047064],[17.116085,50.039334],[17.107711,50.028543],[17.099145,50.025082],[17.07871,50.025077],[17.050822,50.025865],[17.042325,50.021625],[17.0203,50.019318],[17.017102,50.024019],[17.004677,50.02714],[16.979954,50.04851],[16.971545,50.05282],[16.97114,50.057102],[16.985682,50.058719],[16.981995,50.075309],[16.991011,50.07974],[17.007574,50.074942],[17.012822,50.080915],[17.018161,50.066736],[17.02966,50.062852],[17.03793,50.068212],[17.037089,50.083146],[17.057184,50.089759],[17.075918,50.08595],[17.079216,50.069435],[17.086482,50.065843],[17.077192,50.058694],[17.084218,50.058043],[17.081305,50.048122],[17.086341,50.04621],[17.095535,50.054514],[17.109124,50.050334]]]}",541265,Velké Losiny,2 568
"{""type"":""Polygon"",""coordinates"":[[[15.967928,49.40256],[15.974175,49.40922],[15.96899,49.424655],[15.975979,49.429236],[15.986225,49.420146],[16.009481,49.4059],[16.003336,49.401431],[16.012505,49.395673],[16.012031,49.389639],[16.025143,49.380963],[16.017929,49.375571],[16.032619,49.370812],[16.02111,49.366785],[16.033779,49.360087],[16.049195,49.358246],[16.05675,49.367386],[16.065834,49.369187],[16.07387,49.362361],[16.087791,49.359165],[16.090171,49.353358],[16.07636,49.348397],[16.082619,49.338995],[16.07247,49.341641],[16.063854,49.335088],[16.053437,49.339808],[16.048714,49.350322],[16.028942,49.334175],[16.032047,49.327789],[16.02465,49.335615],[16.021925,49.343016],[15.99512,49.344496],[15.991713,49.351938],[15.97349,49.344049],[15.957176,49.350928],[15.933363,49.36313],[15.93875,49.37352],[15.956342,49.374107],[15.954478,49.372502],[15.978618,49.36594],[15.989188,49.374502],[15.995073,49.388556],[15.981739,49.386511],[15.973617,49.392179],[15.967928,49.40256]]]}",597007,Velké Meziříčí,11 498
"{""type"":""Polygon"",""coordinates"":[[[16.690439,48.957153],[16.683783,48.959025],[16.67579,48.971423],[16.66415,48.974011],[16.654839,48.983067],[16.657209,49.004712],[16.671171,49.004985],[16.673359,49.009593],[16.686497,49.016125],[16.685827,49.021162],[16.699576,49.028622],[16.699713,49.020242],[16.711443,49.015415],[16.702642,49.006355],[16.700489,48.998688],[16.705415,48.993025],[16.731728,48.980011],[16.727275,48.974453],[16.699626,48.965759],[16.690439,48.957153]]]}",585009,Velké Němčice,1 772
"{""type"":""Polygon"",""coordinates"":[[[16.695863,49.595831],[16.676223,49.595092],[16.66405,49.597602],[16.649889,49.584887],[16.636772,49.576771],[16.632546,49.579305],[16.638644,49.58326],[16.631728,49.590808],[16.612551,49.583503],[16.602547,49.590434],[16.608246,49.597199],[16.596863,49.604224],[16.598818,49.606788],[16.609052,49.616331],[16.603645,49.621346],[16.620989,49.628206],[16.62176,49.63328],[16.636605,49.629041],[16.650655,49.618697],[16.664824,49.627885],[16.679716,49.623041],[16.693423,49.624569],[16.715547,49.621423],[16.725863,49.61482],[16.727978,49.610304],[16.713944,49.607318],[16.707438,49.596328],[16.695863,49.595831]],[[16.645013,49.616204],[16.625832,49.614729],[16.627957,49.597542],[16.648766,49.599501],[16.658063,49.607645],[16.645013,49.616204]]]}",582646,Velké Opatovice,3 643
"{""type"":""Polygon"",""coordinates"":[[[16.83071,48.915561],[16.839951,48.913042],[16.843304,48.901602],[16.865133,48.896633],[16.874801,48.890966],[16.884279,48.90114],[16.885254,48.885346],[16.876645,48.880801],[16.865256,48.883911],[16.848336,48.875522],[16.842393,48.869093],[16.834587,48.869996],[16.805311,48.889064],[16.800062,48.889415],[16.785913,48.900724],[16.795006,48.916696],[16.786571,48.920233],[16.797125,48.928955],[16.806981,48.926014],[16.827951,48.921317],[16.83071,48.915561]]]}",585017,Velké Pavlovice,3 140
"{""type"":""Polygon"",""coordinates"":[[[16.210581,50.49973],[16.205373,50.498666],[16.190586,50.500364],[16.186598,50.513683],[16.190242,50.519261],[16.177232,50.523647],[16.175798,50.53116],[16.178486,50.537117],[16.190249,50.531423],[16.206427,50.521015],[16.213687,50.522056],[16.21612,50.520179],[16.21012,50.516214],[16.214826,50.505727],[16.210581,50.49973]]]}",574571,Velké Petrovice,429
"{""type"":""Polygon"",""coordinates"":[[[14.659584,49.884424],[14.650887,49.876868],[14.641207,49.885573],[14.624331,49.889784],[14.618128,49.898072],[14.606378,49.901277],[14.615096,49.912517],[14.623397,49.912977],[14.61873,49.91945],[14.632622,49.922398],[14.635065,49.935151],[14.646656,49.935164],[14.646107,49.927768],[14.662256,49.924006],[14.657744,49.916893],[14.662432,49.911951],[14.657218,49.909955],[14.670584,49.89544],[14.668338,49.888971],[14.659584,49.884424]]]}",538981,Velké Popovice,2 940
